2,0,0,0,0,8,60,60,13
2,0,0,0,10,8,60,61,10
2,20,10,20,10,9,54,39,10
2,0,0,10,0,6,42,41,15
2,10,10,10,10,0,26,33,15
2,20,20,10,10,3,44,39,13
2,10,0,0,0,10,70,59,14
2,30,40,20,10,0,28,29,13
2,0,10,0,0,4,40,50,13
2,0,10,0,0,10,68,64,15
2,0,0,0,0,8,60,55,10
2,20,10,20,10,4,42,40,12
2,10,10,10,10,1,26,29,10
2,0,0,0,10,11,70,56,11
2,10,0,0,0,13,78,62,15
2,20,20,10,10,2,32,33,13
2,0,0,10,0,5,46,34,14
2,30,40,20,10,1,24,33,13
2,30,40,20,10,6,46,45,11
2,0,0,0,0,11,66,56,15
2,10,10,10,10,8,60,45,11
2,0,0,0,10,11,68,61,9
2,0,0,10,0,7,56,36,16
2,10,0,0,0,4,50,55,10
2,20,10,20,10,4,36,28,12
2,0,10,0,0,9,66,65,14
2,20,20,10,10,0,26,33,11
