2,0,0,0,0,8,35,24,6
2,0,0,10,0,2,23,5,7
2,10,0,0,0,5,29,22,6
2,0,10,0,0,0,19,22,6
2,0,0,0,10,6,31,17,1
2,10,10,10,10,0,19,10,6
2,20,20,10,10,0,19,11,5
2,20,10,20,10,2,23,5,7
2,30,40,20,10,2,23,5,4
2,0,0,0,0,5,29,19,5
2,0,0,10,0,3,25,5,7
2,10,0,0,0,6,31,21,3
2,0,10,0,0,3,25,26,4
2,0,0,0,10,3,25,19,3
2,10,10,10,10,1,21,7,5
2,20,20,10,10,0,19,14,4
2,20,10,20,10,2,23,8,4
2,30,40,20,10,0,19,15,3
2,0,0,0,0,1,21,18,3
2,0,0,10,0,4,27,5,3
2,10,0,0,0,5,29,25,8
2,0,10,0,0,2,23,20,4
2,0,0,0,10,4,27,23,5
2,10,10,10,10,1,21,6,6
2,20,20,10,10,0,19,10,5
2,20,10,20,10,2,23,5,6
2,30,40,20,10,0,19,13,5
2,0,0,0,0,5,29,22,7
2,0,0,10,0,3,25,5,7
2,10,0,0,0,2,23,19,3
2,0,10,0,0,4,27,26,5
2,0,0,0,10,4,27,17,5
2,10,10,10,10,2,23,5,8
2,20,20,10,10,0,19,11,5
2,20,10,20,10,0,19,10,7
2,30,40,20,10,0,19,15,5
2,0,0,0,0,4,27,18,8
2,0,0,10,0,3,25,5,5
2,10,0,0,0,5,29,20,6
2,0,10,0,0,5,29,28,4
2,0,0,0,10,6,31,12,5
2,10,10,10,10,0,19,10,5
2,20,20,10,10,0,19,9,6
2,20,10,20,10,2,23,5,4
2,30,40,20,10,0,19,11,5
2,0,0,0,0,4,27,21,6
2,0,0,10,0,2,23,5,5
2,10,0,0,0,6,31,19,8
2,0,10,0,0,3,25,21,8
2,0,0,0,10,7,33,27,3
2,10,10,10,10,2,23,5,4
2,20,20,10,10,0,19,11,5
2,20,10,20,10,2,23,5,6
2,30,40,20,10,0,19,9,5
2,0,0,0,0,4,27,23,3
2,0,0,10,0,4,27,5,7
2,10,0,0,0,6,31,20,8
2,0,10,0,0,3,25,29,6
2,0,0,0,10,6,31,25,1
2,10,10,10,10,2,23,5,6
2,20,20,10,10,0,19,12,4
2,20,10,20,10,0,19,14,2
2,30,40,20,10,0,19,14,6
2,0,0,0,0,5,29,25,5
2,0,0,10,0,2,23,5,8
2,10,0,0,0,6,31,21,5
2,0,10,0,0,4,27,28,6
2,0,0,0,10,5,29,23,5
2,10,10,10,10,0,19,10,7
2,20,20,10,10,3,25,5,5
2,20,10,20,10,0,19,10,6
2,30,40,20,10,0,19,15,3
2,0,0,0,0,5,29,22,7
2,0,0,10,0,3,25,5,3
2,10,0,0,0,5,29,22,4
2,0,10,0,0,3,25,26,7
2,0,0,0,10,4,27,23,4
2,10,10,10,10,0,19,10,4
2,20,20,10,10,0,19,14,5
2,20,10,20,10,2,23,5,7
2,30,40,20,10,0,19,14,7
0,0,0,0,0,7,33,24,2
1,0,0,0,0,9,37,19,5
2,0,0,0,0,4,27,15,8
3,0,0,0,0,6,31,26,7
4,0,0,0,0,2,23,20,4
0,0,0,10,0,5,29,24,5
1,0,0,10,0,2,23,5,6
2,0,0,10,0,2,23,5,6
3,0,0,10,0,3,25,5,7
4,0,0,10,0,2,23,5,6
0,10,0,0,0,6,31,20,5
1,10,0,0,0,9,37,30,5
2,10,0,0,0,3,25,21,7
3,10,0,0,0,6,31,25,4
4,10,0,0,0,5,29,23,7
0,0,10,0,0,5,29,22,6
1,0,10,0,0,6,31,27,6
2,0,10,0,0,1,21,18,8
3,0,10,0,0,2,23,27,6
4,0,10,0,0,1,21,23,5
0,0,0,0,10,4,27,21,6
1,0,0,0,10,5,29,18,6
2,0,0,0,10,6,31,27,2
3,0,0,0,10,8,35,25,3
4,0,0,0,10,5,29,16,4
0,10,10,10,10,5,29,15,7
1,10,10,10,10,1,21,6,4
2,10,10,10,10,1,21,7,6
3,10,10,10,10,0,19,10,7
4,10,10,10,10,0,19,10,4
0,20,20,10,10,4,27,22,8
1,20,20,10,10,3,25,5,6
2,20,20,10,10,0,19,10,5
3,20,20,10,10,0,19,9,6
4,20,20,10,10,0,19,12,5
0,20,10,20,10,4,27,23,5
1,20,10,20,10,2,23,6,6
2,20,10,20,10,1,21,6,6
3,20,10,20,10,0,19,10,3
4,20,10,20,10,0,19,9,2
0,30,40,20,10,3,25,19,5
1,30,40,20,10,2,23,7,5
2,30,40,20,10,0,19,17,5
3,30,40,20,10,0,19,14,6
4,30,40,20,10,0,19,9,3
0,0,0,0,0,3,25,19,7
1,0,0,0,0,3,25,15,6
2,0,0,0,0,4,27,19,5
3,0,0,0,0,2,23,18,5
4,0,0,0,0,6,31,23,5
0,0,0,10,0,5,29,17,5
1,0,0,10,0,2,23,5,6
2,0,0,10,0,4,27,5,7
3,0,0,10,0,4,27,5,7
4,0,0,10,0,3,25,5,3
0,10,0,0,0,6,31,23,6
1,10,0,0,0,6,31,24,8
2,10,0,0,0,3,25,21,5
3,10,0,0,0,3,25,17,6
4,10,0,0,0,3,25,18,4
0,0,10,0,0,2,23,23,7
1,0,10,0,0,1,21,27,4
2,0,10,0,0,5,29,29,6
3,0,10,0,0,0,19,21,6
4,0,10,0,0,2,23,25,6
0,0,0,0,10,4,27,13,6
1,0,0,0,10,3,25,19,3
2,0,0,0,10,3,25,21,5
3,0,0,0,10,9,37,24,5
4,0,0,0,10,3,25,17,3
0,10,10,10,10,3,25,17,7
1,10,10,10,10,2,23,7,5
2,10,10,10,10,1,21,7,6
3,10,10,10,10,1,21,6,6
4,10,10,10,10,0,19,10,5
0,20,20,10,10,1,21,16,2
1,20,20,10,10,3,25,5,4
2,20,20,10,10,1,21,10,4
3,20,20,10,10,0,19,11,4
4,20,20,10,10,0,19,12,4
0,20,10,20,10,5,29,20,4
1,20,10,20,10,2,23,5,7
2,20,10,20,10,0,19,10,4
3,20,10,20,10,0,19,10,4
4,20,10,20,10,0,19,10,6
0,30,40,20,10,7,33,29,6
1,30,40,20,10,2,23,5,3
2,30,40,20,10,0,19,15,2
3,30,40,20,10,0,19,10,5
4,30,40,20,10,1,21,10,5
0,0,0,0,0,3,25,21,4
1,0,0,0,0,5,29,21,7
2,0,0,0,0,4,27,17,4
3,0,0,0,0,3,25,15,6
4,0,0,0,0,1,21,20,7
0,0,0,10,0,5,29,19,7
1,0,0,10,0,2,23,5,7
2,0,0,10,0,4,27,5,4
3,0,0,10,0,4,27,5,5
4,0,0,10,0,4,27,5,6
0,10,0,0,0,3,25,19,6
1,10,0,0,0,5,29,25,5
2,10,0,0,0,2,23,19,5
3,10,0,0,0,2,23,15,7
4,10,0,0,0,5,29,20,3
0,0,10,0,0,2,23,21,5
1,0,10,0,0,3,25,24,7
2,0,10,0,0,3,25,26,4
3,0,10,0,0,4,27,27,6
4,0,10,0,0,5,29,31,4
0,0,0,0,10,1,21,14,8
1,0,0,0,10,5,29,22,3
2,0,0,0,10,9,37,18,5
3,0,0,0,10,1,21,17,7
4,0,0,0,10,7,33,18,7
0,10,10,10,10,5,29,20,5
1,10,10,10,10,3,25,5,6
2,10,10,10,10,1,21,7,5
3,10,10,10,10,1,21,6,6
4,10,10,10,10,0,19,10,7
0,20,20,10,10,3,25,17,6
1,20,20,10,10,2,23,5,4
2,20,20,10,10,0,19,14,5
3,20,20,10,10,0,19,14,8
4,20,20,10,10,0,19,14,6
0,20,10,20,10,6,31,15,6
1,20,10,20,10,2,23,9,2
2,20,10,20,10,3,25,5,7
3,20,10,20,10,1,21,13,7
4,20,10,20,10,0,19,10,6
0,30,40,20,10,4,27,15,7
1,30,40,20,10,1,21,7,5
2,30,40,20,10,0,19,10,5
3,30,40,20,10,0,19,14,5
4,30,40,20,10,0,19,14,6
0,0,0,0,0,3,25,16,7
1,0,0,0,0,3,25,22,6
2,0,0,0,0,3,25,18,4
3,0,0,0,0,6,31,22,8
4,0,0,0,0,7,33,21,8
0,0,0,10,0,5,29,15,5
1,0,0,10,0,3,25,5,6
2,0,0,10,0,2,23,5,5
3,0,0,10,0,3,25,5,6
4,0,0,10,0,2,23,5,7
0,10,0,0,0,2,23,22,4
1,10,0,0,0,3,25,23,7
2,10,0,0,0,3,25,19,7
3,10,0,0,0,3,25,19,8
4,10,0,0,0,0,19,17,7
0,0,10,0,0,6,31,20,8
1,0,10,0,0,1,21,23,4
2,0,10,0,0,4,27,29,8
3,0,10,0,0,2,23,24,7
4,0,10,0,0,2,23,25,8
0,0,0,0,10,5,29,28,4
1,0,0,0,10,7,33,20,2
2,0,0,0,10,4,27,22,4
3,0,0,0,10,2,23,24,4
4,0,0,0,10,6,31,22,5
0,10,10,10,10,4,27,20,4
1,10,10,10,10,2,23,5,6
2,10,10,10,10,2,23,5,6
3,10,10,10,10,1,21,10,5
4,10,10,10,10,0,19,10,6
0,20,20,10,10,7,33,27,2
1,20,20,10,10,2,23,5,6
2,20,20,10,10,0,19,10,4
3,20,20,10,10,0,19,15,6
4,20,20,10,10,0,19,15,4
0,20,10,20,10,2,23,17,4
1,20,10,20,10,3,25,5,4
2,20,10,20,10,0,19,10,4
3,20,10,20,10,2,23,7,6
4,20,10,20,10,0,19,10,4
0,30,40,20,10,6,31,16,7
1,30,40,20,10,2,23,5,5
2,30,40,20,10,0,19,15,6
3,30,40,20,10,0,19,14,4
4,30,40,20,10,0,19,15,5
0,0,0,0,0,5,29,19,6
1,0,0,0,0,6,31,20,6
2,0,0,0,0,8,35,24,7
3,0,0,0,0,5,29,20,6
4,0,0,0,0,7,33,21,4
0,0,0,10,0,5,29,21,7
1,0,0,10,0,3,25,5,4
2,0,0,10,0,3,25,5,5
3,0,0,10,0,2,23,5,4
4,0,0,10,0,2,23,5,4
0,10,0,0,0,5,29,14,8
1,10,0,0,0,4,27,20,5
2,10,0,0,0,2,23,22,4
3,10,0,0,0,5,29,26,6
4,10,0,0,0,1,21,13,4
0,0,10,0,0,5,29,23,4
1,0,10,0,0,4,27,24,7
2,0,10,0,0,3,25,29,4
3,0,10,0,0,4,27,25,7
4,0,10,0,0,1,21,25,5
0,0,0,0,10,3,25,18,4
1,0,0,0,10,6,31,20,3
2,0,0,0,10,7,33,24,1
3,0,0,0,10,4,27,22,4
4,0,0,0,10,5,29,17,8
0,10,10,10,10,6,31,20,1
1,10,10,10,10,2,23,7,5
2,10,10,10,10,0,19,11,5
3,10,10,10,10,2,23,5,5
4,10,10,10,10,1,21,9,1
0,20,20,10,10,4,27,21,8
1,20,20,10,10,2,23,5,8
2,20,20,10,10,0,19,14,2
3,20,20,10,10,0,19,11,6
4,20,20,10,10,0,19,10,5
0,20,10,20,10,3,25,22,8
1,20,10,20,10,1,21,6,6
2,20,10,20,10,2,23,5,3
3,20,10,20,10,0,19,10,7
4,20,10,20,10,0,19,9,4
0,30,40,20,10,2,23,19,5
